submitted_on  ,latitude  ,longitude  ,gps_method  ,district  ,traditional_authority  ,group_village_headman  ,village  ,well_being_analysis  ,household_id  ,respondent_gender  ,attended_school  ,highest_education_qualification  ,marital_status  ,religion  ,main_income_source  ,monthly_family_income  ,household_size  ,main_water_source  ,waterpoint_functional_status  ,nonfunctional_reason  ,waterpoint_current_issues  ,waterpoint_current_problem  ,waterpoint_current_problem_other  ,water_collection_time_minutes  ,seasonal_water_shortage  ,shortage_months  ,daily_water_use_buckets  ,has_water_tariff  ,no_tariff_reason  ,no_tariff_reason_other  ,waterpoint_breakdown_response  ,willing_to_pay_for_improvement  ,current_tariff_kwacha  ,current_tariff_unknown  ,max_tariff_willing_to_pay  ,satisfaction_service_level  ,satisfaction_maintenance_fund  ,satisfaction_sanitation_hygiene  ,satisfaction_theft_protection  ,satisfaction_water_quality  
9/22/2021,-15.4902697,35.5038293,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,17,Male ,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,7,Yes ,NA,NA,NA,NA,500,NA,500, Satisfied, Somewhat satisfied, Satisfied, Dissatisfied, Very satisfied
9/22/2021,-15.4728077,35.2937239,GPS,Zomba,Chikowi,Matache,Kagaso,Stepping-up,23,Male ,Yes,Primary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,2,No,NA,2,Yes ,NA,NA,NA,NA,100,NA,NA, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4889512,35.5015253,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,70,Female,Yes,Secondary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",8,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,6,Yes ,NA,NA,NA,NA,500,NA,500, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4898878,35.5033591,GPS,Zomba,Mwambo,Chauya,Chikuni,Well-off,48,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,40,Yes,"October, November",1,Yes ,NA,NA,NA,NA,500,NA,2000, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4929384,35.5026069,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,78,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,5,Yes ,NA,NA,NA,NA,500,NA,500, Very satisfied, Dissatisfied, Satisfied, Satisfied, Very satisfied
9/15/2021,-15.4714103,35.2949238,GPS,Zomba,Chikowi,Matache,Kagaso,Hanging-in,89,Female,Yes,Primary,Divorced,Muslim,Farming,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,5,No,NA,6,Yes ,NA,NA,NA,NA,100,NA,NA, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4914825,35.5019025,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-up,16,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,10,Yes ,NA,NA,NA,NA,500,NA,500, Very satisfied, Very satisfied, Very satisfied, Satisfied, Somewhat satisfied
9/22/2021,-15.471712,35.2960896,GPS,Zomba,Chikowi,Matache,Kagaso,Stepping-up,13,Female,Yes,Primary,Single,Muslim, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,4,No,NA,5,Yes ,NA,NA,NA,NA,100,NA,1200, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4907448,35.5023423,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-out,21,Female,No,NA,Widowed,Christian,Farming,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,4,Yes ,NA,NA,NA,NA,500,NA,15000, Somewhat dissatisfied, Neither satisfied nor dissatisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4889737,35.503202,GPS,Zomba,Mwambo,Chauya,Chikuni,Stepping-out,53,Female,Yes,Primary,Widowed,Christian, Income from piecework or ganyu,"Below K100,000",8,Borehole or tubewell,Functional,NA,Yes, Low water flow - Low water pressure,NA,30,No,NA,8,Yes ,NA,NA,NA,NA,500,NA,500, Very satisfied, Very satisfied, Very satisfied, Satisfied, Dissatisfied
9/23/2021,-15.4681471,35.2937326,GPS,Zomba,Chikowi,Matache,Kagaso,Hanging-in,97,Male ,Yes,Secondary,Single,Christian,Farming,"Below K100,000",1,Borehole or tubewell,Functional,NA,No,NA,NA,3,No,NA,3,Yes ,NA,NA,NA,NA,200,NA,NA, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-14.7237323,35.0355252,GPS,Mangochi,Ntonda,Majawa,Thomu,Stepping-up,10,Male ,Yes,Primary,Married ,Christian,Farming,"Below K100,000",5, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,It is unprotected dug well.it does not need a tarrif., Never experience breakdown,No,NA,NA,NA, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied, Very satisfied
9/22/2021,-14.7367141,35.0506785,GPS,Mangochi,Ntonda,Majawa,Majawa,Stepping-out,79,Female,No,NA,Married ,Muslim,Farming,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,120,No,NA,5,Yes ,NA,NA,NA,NA,1500,NA,500, Satisfied, Satisfied, Satisfied, Somewhat satisfied, Satisfied
9/22/2021,-14.7234485,35.0487063,GPS,Mangochi,Ntonda,Majawa,Majawa,Stepping-up,9,Male ,Yes,Primary,Single,Christian,Farming,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,80,No,NA,8,Yes ,NA,NA,NA,NA,1000,NA,500, Satisfied, Somewhat satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-14.7232749,35.048927,GPS,Mangochi,Ntonda,Majawa,Majawa,Stepping-up,61,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,80,No,NA,10,Yes ,NA,NA,NA,NA,1000,NA,508, Satisfied, Satisfied, Somewhat satisfied, Somewhat satisfied, Satisfied
9/22/2021,-14.7189153,35.0513122,GPS,Mangochi,Ntonda,Majawa,Majawa,Stepping-up,42,Female,Yes,Primary,Single,Christian,Farming,"Below K100,000",2,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,4,Yes ,NA,NA,NA,NA,1000,NA,500, Satisfied, Satisfied, Somewhat satisfied, Somewhat satisfied, Satisfied
9/22/2021,-14.7187984,35.0530767,GPS,Mangochi,Ntonda,Majawa,Majawa,Stepping-up,14,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,10,Yes ,NA,NA,NA,NA,1000,NA,200, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-14.7237846,35.048454,GPS,Mangochi,Ntonda,Majawa,Majawa,Hanging-in,10,Female,No,NA,Married ,Christian,Farming,"Below K100,000",2,Borehole or tubewell,Functional,NA,No,NA,NA,80,No,NA,4,Yes ,NA,NA,NA,NA,1000,NA,500, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-14.707904,34.9720348,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Stepping-up,25,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,6,Yes ,NA,NA,NA,NA,700,NA,150, Very satisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-14.698669,34.9717635,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Stepping-up,12,Female,Yes,Secondary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",3,Piped supply,Functional,NA,No,NA,NA,5,No,NA,5,Yes ,NA,NA,NA,NA,300,NA,200, Very satisfied, Satisfied, Satisfied, Satisfied, Very satisfied
9/22/2021,-14.703911,34.9721808,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Stepping-up,91,Female,No,NA,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,25,No,NA,8,Yes ,NA,NA,NA,NA,1000,NA,100, Very satisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-14.7013407,34.9701117,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Stepping-up,52,Female,Yes,Primary,Divorced,Muslim, Income from piecework or ganyu,"Below K100,000",8,Piped supply,Functional,NA,No,NA,NA,12,No,NA,10,Yes ,NA,NA,NA,NA,300,NA,200, Very satisfied, Satisfied, Satisfied, Satisfied, Very satisfied
9/22/2021,-14.7024768,34.972233,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Stepping-up,86,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,25,No,NA,5,Yes ,NA,NA,NA,NA,1000,NA,200, Very satisfied, Satisfied, Very satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-14.7034923,34.9756636,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Stepping-up,50,Female,Yes,Secondary,Married ,Muslim,Farming,"Below K100,000",10,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,12,Yes ,NA,NA,NA,NA,1000,NA,100, Very satisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-14.6987554,34.9713018,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Stepping-up,28,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",4,Piped supply,Functional,NA,No,NA,NA,5,No,NA,5,Yes ,NA,NA,NA,NA,300,NA,200, Very satisfied, Neither satisfied nor dissatisfied, Satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-14.7037906,34.9698334,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Stepping-up,74,Female,Yes,Primary,Widowed,Muslim,Farming,"Below K100,000",10,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,11,Yes ,NA,NA,NA,NA,100,NA,100, Very satisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-14.6983926,34.9723909,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Stepping-up,10,Female,Yes,Primary,Single,Muslim, Business or trading activities,"Below K100,000",5,Piped supply,Functional,NA,No,NA,NA,5,No,NA,6,Yes ,NA,NA,NA,NA,300,NA,300, Very satisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-14.703395,34.9697203,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Stepping-up,96,Male ,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",8,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,11,Yes ,NA,NA,NA,NA,100,NA,100, Very satisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-14.7029264,34.9700393,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Stepping-up,77,Male ,No,NA,Married ,Muslim,Farming,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,4,Yes ,NA,NA,NA,NA,1000,NA,100, Very satisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-14.6997367,34.9727417,GPS,Mangochi,Chilipa,Bwanado,Bwanado 1,Hanging-in,30,Male ,Yes,Primary,Married ,Muslim, Business or trading activities,"Below K100,000",3,Piped supply,Functional,NA,No,NA,NA,5,No,NA,3,Yes ,NA,NA,NA,NA,300,NA,200, Satisfied, Neither satisfied nor dissatisfied, Satisfied, Somewhat satisfied, Very satisfied
9/23/2021,-15.4936977,35.1853224,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,24,Female,Yes,Primary,Single,Christian, Income from piecework or ganyu,"Below K100,000",9,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,6,Yes ,NA,NA,NA,NA,200,NA,500, Very satisfied, Very satisfied, Very satisfied, Somewhat dissatisfied, Very satisfied
9/23/2021,-15.4935162,35.1850407,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,1,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,4,Yes ,NA,NA,NA,NA,200,NA,500, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/23/2021,-15.4936637,35.1856812,GPS,Zomba,Mlumbe,Andrason,Chaputula,Hanging-in,34,Female,Yes,Secondary,Married ,Christian,Farming,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,2,Yes ,NA,NA,NA,NA,200,NA,1000, Very satisfied, Very satisfied, Satisfied,Very Dissatisfied, Very satisfied
9/23/2021,-15.4937748,35.1857184,GPS,Zomba,Mlumbe,Andrason,Chaputula,Hanging-in,9,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,8,Yes ,NA,NA,NA,NA,500,NA,1000, Satisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/23/2021,-15.4934954,35.1853599,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,24,Male ,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,2,Yes,October,7,Yes ,NA,NA,NA,NA,200,NA,NA, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/23/2021,-15.4937986,35.1848195,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,10,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,8,No,NA,5,Yes ,NA,NA,NA,NA,200,NA,200, Very satisfied, Very satisfied, Satisfied, Very satisfied, Very satisfied
9/23/2021,-15.4936459,35.1850613,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,31,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,4,Yes ,NA,NA,NA,NA,200,NA,500, Very satisfied, Very satisfied, Very satisfied,Very Dissatisfied, Very satisfied
9/23/2021,-15.4920978,35.1859485,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,15,Female,Yes,Secondary,Married ,Christian,Farming,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,35,No,NA,6,Yes ,NA,NA,NA,NA,200,NA,3000, Somewhat satisfied, Very satisfied, Satisfied, Neither satisfied nor dissatisfied, Satisfied
9/23/2021,-15.4924253,35.1856154,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,4,Female,Yes,Secondary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,2,Yes ,NA,NA,NA,NA,200,NA,500, Very satisfied, Very satisfied, Very satisfied,Very Dissatisfied, Very satisfied
9/23/2021,-15.4937693,35.1849241,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-out,27,Female,No,NA,Married ,Christian,Farming,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,8,Yes ,NA,NA,NA,NA,200,NA,200, Very satisfied, Very satisfied, Satisfied, Satisfied, Very satisfied
9/23/2021,-15.4937125,35.1847017,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,30,Female,Yes,Primary,Divorced,Christian,Farming, Don’t know/Don't remember,1,Borehole or tubewell,Functional,NA,No,NA,NA,8,No,NA,2,Yes ,NA,NA,NA,NA,200,NA,100, Very satisfied, Very satisfied, Very satisfied, Dissatisfied, Very satisfied
9/23/2021,-15.4909395,35.1857474,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,29,Female,Yes,Primary,Single,Christian, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,Yes, Low water flow - Low water pressure,NA,5,No,NA,4,Yes ,NA,NA,NA,NA,200,NA,500, Satisfied, Somewhat satisfied, Satisfied, Satisfied, Satisfied
9/23/2021,-15.4918858,35.1855464,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,11,Female,Yes,Primary,Divorced,Christian, Business or trading activities,"Below K100,000",2,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,5,Yes ,NA,NA,NA,NA,200,NA,25000, Satisfied, Satisfied, Satisfied, Dissatisfied, Very satisfied
9/23/2021,-15.492167,35.1857895,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,13,Female,Yes,Secondary,Married ,Christian,Farming,"Below K100,000",2,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,6,Yes ,NA,NA,NA,NA,200,NA,10000, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/23/2021,-15.4923576,35.1857844,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,5,Female,Yes,Primary,Divorced,Christian,Farming,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,1,Yes ,NA,NA,NA,NA,200,NA,500, Very satisfied, Very satisfied, Very satisfied, Somewhat dissatisfied, Very satisfied
9/23/2021,-15.4935973,35.1851536,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,16,Female,Yes,Primary,Married ,Christian, Wages or salary from formal employment,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,3,Yes ,NA,NA,NA,NA,200,NA,500, Very satisfied, Very satisfied, Very satisfied, Satisfied, Satisfied
9/23/2021,-15.4909755,35.1858063,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,35,Female,Yes,Secondary,Married ,Christian,Farming,"Below K100,000",4,Borehole or tubewell, Partially functional but in need of repair,NA,No,NA,NA,6,Yes,October,5,Yes ,NA,NA,NA,NA,200,NA,NA, Satisfied, Somewhat satisfied, Satisfied, Satisfied, Satisfied
9/23/2021,-15.4945734,35.1834532,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,22,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,5,Yes ,NA,NA,NA,NA,200,NA,500, Very satisfied, Very satisfied, Satisfied,Very Dissatisfied, Very satisfied
9/23/2021,-15.4919735,35.1858501,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,8,Male ,Yes,Primary,Married ,Christian,Farming,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,6,Yes ,NA,NA,NA,NA,200,NA,3000, Satisfied, Satisfied, Satisfied, Dissatisfied, Satisfied
9/23/2021,-15.4918975,35.1856152,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,37,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,5,No,NA,5,Yes ,NA,NA,NA,NA,200,NA,NA, Very satisfied, Satisfied, Very satisfied, Very satisfied, Satisfied
9/23/2021,-15.4919386,35.1854584,GPS,Zomba,Mlumbe,Andrason,Chaputula,Stepping-up,23,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,4,Yes ,NA,NA,NA,NA,200,NA,5000, Very satisfied, Very satisfied, Very satisfied, Dissatisfied, Very satisfied
9/23/2021,-15.4829049,35.1956527,GPS,Zomba,Mlumbe,Andrason,Chitonde,Hanging-in,20,Female,Yes,Primary,Single,Christian,Farming,"Below K100,000",2, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,It is an unprotected dug well , Never experience breakdown,Yes ,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Satisfied
9/23/2021,-15.4834519,35.195658,GPS,Zomba,Mlumbe,Andrason,Chitonde,Hanging-in,4,Female,No,NA,Widowed,Christian,Farming, Don’t know/Don't remember,1, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,It's unprotected dug well , Never experience breakdown,No,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Somewhat satisfied
9/23/2021,-15.4827461,35.1954127,GPS,Zomba,Mlumbe,Andrason,Chitonde,Stepping-up,17,Female,Yes,Primary,Divorced,Christian,Farming,"Below K100,000",4, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,"It's an improved water source, no pump, a free source", Never experience breakdown,Yes ,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied,Very Dissatisfied
9/23/2021,-15.4817859,35.1953524,GPS,Zomba,Mlumbe,Andrason,Chitonde,Hanging-in,7,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",9, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,It is unprotected dug well , Never experience breakdown,Yes ,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Satisfied
9/23/2021,-15.4821941,35.1954139,GPS,Zomba,Mlumbe,Andrason,Chitonde,Stepping-up,2,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",5, Protected dug well,Functional,NA,Yes, Low water flow - Low water pressure,NA,8,Yes,October,5,Yes ,NA,NA,NA,NA,200,NA,NA, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/23/2021,-15.4816417,35.1958175,GPS,Zomba,Mlumbe,Andrason,Chitonde,Hanging-in,8,Female,No,NA,Widowed,Christian,Farming,"Below K100,000",8, Protected dug well,Functional,NA,Yes, Other contamination,NA,120,Yes,October,4,No,Other,Has no instrument which may need replacement hence no need for money to contribute., Never experience breakdown,Yes ,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Very satisfied, Neither satisfied nor dissatisfied, Very satisfied
9/23/2021,-15.4828756,35.1954959,GPS,Zomba,Mlumbe,Andrason,Chitonde,Stepping-up,13,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",3, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Its unimproved water source, Never experience breakdown,Yes ,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Somewhat dissatisfied
9/23/2021,-15.4826355,35.1953541,GPS,Zomba,Mlumbe,Andrason,Chitonde,Stepping-up,18,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",3, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Don't know the use of paying because the well dries up in october, Never experience breakdown,Yes ,NA,NA,NA, Very satisfied, Neither satisfied nor dissatisfied, Satisfied, Satisfied, Somewhat satisfied
9/23/2021,-15.4823927,35.195596,GPS,Zomba,Mlumbe,Andrason,Chitonde,Stepping-up,23,Female,Yes,Secondary,Single,Christian, Income from piecework or ganyu,"Below K100,000",3, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Were not told to pay, Never experience breakdown,Yes ,NA,NA,NA, Very satisfied, Neither satisfied nor dissatisfied, Very satisfied, Satisfied, Very satisfied
9/23/2021,-15.4846602,35.1961146,GPS,Zomba,Mlumbe,Andrason,Chitonde,Stepping-up,12,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",8, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,It's unprotected dug well , Never experience breakdown,Yes ,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied,Very Dissatisfied, Neither satisfied nor dissatisfied, Satisfied
9/23/2021,-15.481961,35.1953961,GPS,Zomba,Mlumbe,Andrason,Chitonde,Hanging-in,36,Female,Yes,Primary,Divorced,Christian, Income from piecework or ganyu,"Below K100,000",3, Protected dug well,Functional,NA,Yes, Low water flow - Low water pressure,NA,7,Yes,October,5,Yes ,NA,NA,NA,NA,2000,NA,NA, Somewhat satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/23/2021,-15.4824715,35.1956345,GPS,Zomba,Mlumbe,Andrason,Chitonde,Hanging-in,34,Male ,Yes,Primary,Married ,Christian,Farming,"Below K100,000",6, Protected dug well,Functional,NA,Yes, Other contamination,NA,20,Yes,October,6,No,Other,There is no need to buy spare parts for the water point., Don't know,Yes ,NA,NA,NA, Somewhat dissatisfied, Neither satisfied nor dissatisfied, Somewhat dissatisfied, Neither satisfied nor dissatisfied, Very satisfied
9/24/2021,-15.4832028,35.1949487,GPS,Zomba,Mlumbe,Andrason,Chitonde,Hanging-in,11,Male ,Yes,Primary,Single,Christian,Farming,"Below K100,000",4, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,It's unprotected dug well , Never experience breakdown,Yes ,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Somewhat satisfied, Neither satisfied nor dissatisfied, Somewhat satisfied
9/23/2021,-15.4826331,35.1954927,GPS,Zomba,Mlumbe,Andrason,Chitonde,Hanging-in,25,Female,Yes,Primary,Divorced,Christian, Money transfer or cash remittance, Don’t know/Don't remember,4, Protected dug well,Functional,NA,Yes, Other contamination,NA,30,Yes,October,5,No,Other,There is no need to buy spare parts or anything that need money.,Abandon / Nothing,Yes ,NA,NA,NA, Somewhat satisfied, Neither satisfied nor dissatisfied, Very satisfied, Neither satisfied nor dissatisfied, Satisfied
9/23/2021,-15.4807129,35.1974558,GPS,Zomba,Mlumbe,Andrason,Andrason,Well-off,2,Female,Yes,Secondary,Widowed,Christian, Money transfer or cash remittance," K100,001 – 250,000",4,Piped supply,Functional,NA,No,NA,NA,5,No,NA,1,No,Other,Private Tap powered by solar , Donor to pay,No,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied
9/23/2021,-15.4809969,35.1993796,GPS,Zomba,Mlumbe,Andrason,Andrason,Well-off,20,Female,Yes,Primary,Single,Christian, Income from piecework or ganyu,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,6,Yes ,NA,NA,NA,NA,300,NA,100000, Very satisfied, Very satisfied, Satisfied, Satisfied, Very satisfied
9/23/2021,-15.4828948,35.2006383,GPS,Zomba,Mlumbe,Andrason,Andrason,Stepping-out,15,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",4,Borehole or tubewell, Partially functional but in need of repair,NA,Yes, Worn out parts,NA,10,No,NA,5,Yes ,NA,NA,NA,NA,300,NA,300, Very satisfied, Very satisfied, Dissatisfied, Satisfied, Very satisfied
9/23/2021,-15.4827805,35.2006768,GPS,Zomba,Mlumbe,Andrason,Andrason,Stepping-out,16,Female,Yes,Primary,Widowed,Christian,Farming,"Below K100,000",2,Borehole or tubewell,Functional,NA,Yes, Low water flow - Low water pressure,NA,7,Yes,October,2,Yes ,NA,NA,NA,NA,300,NA,500, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
